ac_number,region,party_grp,votes,total_ac,vote_pct,year
212,South,TVK,51405,231373,22.217,2026
213,South,AIADMK,48879,174814,27.961,2026
213,South,DMK,58395,174814,33.404,2026
213,South,NOTA,642,174814,0.367,2026
213,South,NTK,11780,174814,6.739,2026
213,South,Others,4951,174814,2.832,2026
213,South,TVK,50167,174814,28.697,2026
214,South,AIADMK,26213,204712,12.805,2026
214,South,DMK,62805,204712,30.68,2026
214,South,NOTA,853,204712,0.417,2026
214,South,NTK,11752,204712,5.741,2026
214,South,Others,2553,204712,1.247,2026
214,South,TVK,100536,204712,49.111,2026
215,South,BJP,34159,186050,18.36,2026
215,South,DMK,72723,186050,39.088,2026
215,South,NOTA,722,186050,0.388,2026
215,South,NTK,9794,186050,5.264,2026
215,South,Others,1801,186050,0.968,2026
215,South,TVK,66851,186050,35.932,2026
216,South,AIADMK,57628,176421,32.665,2026
216,South,INC,41277,176421,23.397,2026
216,South,NOTA,579,176421,0.328,2026
216,South,NTK,13153,176421,7.455,2026
216,South,Others,4970,176421,2.817,2026
216,South,TVK,58814,176421,33.337,2026
217,South,DMK,52542,196117,26.791,2026
217,South,NOTA,879,196117,0.448,2026
217,South,NTK,17279,196117,8.811,2026
217,South,Others,43792,196117,22.33,2026
217,South,TVK,81625,196117,41.621,2026
218,South,AIADMK,53014,194232,27.294,2026
218,South,DMK,61643,194232,31.737,2026
218,South,NOTA,593,194232,0.305,2026
218,South,NTK,11919,194232,6.136,2026
218,South,Others,6263,194232,3.224,2026
218,South,TVK,60800,194232,31.303,2026
219,South,AIADMK,64865,196480,33.014,2026
219,South,INC,42567,196480,21.665,2026
219,South,NOTA,560,196480,0.285,2026
219,South,NTK,12767,196480,6.498,2026
219,South,Others,17345,196480,8.828,2026
219,South,TVK,58376,196480,29.711,2026
220,South,BJP,56462,189795,29.749,2026
220,South,DMK,63045,189795,33.217,2026
220,South,NOTA,637,189795,0.336,2026
220,South,NTK,12856,189795,6.774,2026
220,South,Others,10933,189795,5.76,2026
220,South,TVK,45862,189795,24.164,2026
221,South,AIADMK,73579,221951,33.151,2026
221,South,DMK,79832,221951,35.968,2026
221,South,NOTA,527,221951,0.237,2026
221,South,NTK,10965,221951,4.94,2026
221,South,Others,7794,221951,3.512,2026
221,South,TVK,49254,221951,22.191,2026
222,South,AIADMK,69400,234987,29.534,2026
222,South,DMK,79699,234987,33.916,2026
222,South,NOTA,673,234987,0.286,2026
222,South,NTK,16394,234987,6.977,2026
222,South,Others,13278,234987,5.651,2026
222,South,TVK,55543,234987,23.637,2026
223,South,AIADMK,61372,220857,27.788,2026
223,South,DMK,69170,220857,31.319,2026
223,South,NOTA,982,220857,0.445,2026
223,South,NTK,23380,220857,10.586,2026
223,South,Others,5269,220857,2.386,2026
223,South,TVK,60684,220857,27.477,2026
224,South,AIADMK,47504,218425,21.748,2026
224,South,DMK,64426,218425,29.496,2026
224,South,NOTA,717,218425,0.328,2026
224,South,NTK,15108,218425,6.917,2026
224,South,Others,14830,218425,6.79,2026
224,South,TVK,75840,218425,34.721,2026
225,South,AIADMK,65589,191195,34.305,2026
225,South,INC,55344,191195,28.946,2026
225,South,NOTA,1060,191195,0.554,2026
225,South,NTK,14906,191195,7.796,2026
225,South,Others,685,191195,0.358,2026
225,South,TVK,53611,191195,28.04,2026
226,South,AIADMK,19732,180620,10.925,2026
226,South,DMK,79744,180620,44.15,2026
226,South,NOTA,851,180620,0.471,2026
226,South,NTK,10465,180620,5.794,2026
226,South,Others,3889,180620,2.153,2026
226,South,TVK,65939,180620,36.507,2026
227,South,INC,58533,209419,27.95,2026
227,South,NOTA,721,209419,0.344,2026
227,South,NTK,17618,209419,8.413,2026
227,South,Others,57595,209419,27.502,2026
227,South,TVK,74952,209419,35.79,2026
228,South,BJP,52637,199931,26.328,2026
228,South,DMK,57634,199931,28.827,2026
228,South,NOTA,469,199931,0.235,2026
228,South,NTK,15370,199931,7.688,2026
228,South,Others,3874,199931,1.938,2026
228,South,TVK,69947,199931,34.986,2026
229,South,AIADMK,75045,239150,31.38,2026
229,South,DMK,74831,239150,31.29,2026
229,South,NOTA,825,239150,0.345,2026
229,South,NTK,13689,239150,5.724,2026
229,South,Others,1783,239150,0.746,2026
229,South,TVK,72977,239150,30.515,2026
230,South,BJP,52355,196280,26.674,2026
230,South,DMK,69880,196280,35.602,2026
230,South,NOTA,447,196280,0.228,2026
230,South,NTK,8573,196280,4.368,2026
230,South,Others,2715,196280,1.383,2026
230,South,TVK,62310,196280,31.745,2026
231,South,BJP,54384,199013,27.327,2026
231,South,INC,66207,199013,33.268,2026
231,South,NOTA,581,199013,0.292,2026
231,South,NTK,12458,199013,6.26,2026
231,South,Others,2009,199013,1.009,2026
231,South,TVK,63374,199013,31.844,2026
232,South,BJP,44293,180555,24.532,2026
232,South,CPI(M),68938,180555,38.181,2026
232,South,NOTA,615,180555,0.341,2026
232,South,NTK,11288,180555,6.252,2026
232,South,Others,2052,180555,1.136,2026
232,South,TVK,53369,180555,29.558,2026
233,South,BJP,45604,174927,26.07,2026
233,South,INC,70755,174927,40.448,2026
233,South,NOTA,828,174927,0.473,2026
233,South,NTK,6199,174927,3.544,2026
233,South,Others,1756,174927,1.004,2026
233,South,TVK,49785,174927,28.46,2026
234,South,BJP,31070,177534,17.501,2026
234,South,INC,66434,177534,37.42,2026
234,South,NOTA,502,177534,0.283,2026
234,South,NTK,12764,177534,7.19,2026
234,South,Others,1641,177534,0.924,2026
234,South,TVK,65123,177534,36.682,2026
